iter	MultiClass
0	1.142686795
1	0.965876508
2	0.8318826862
3	0.7237118205
4	0.6372534359
5	0.5641455694
6	0.5031851053
7	0.4509969745
8	0.4058287588
9	0.3650923137
10	0.3287128744
11	0.2971323657
12	0.2687712913
13	0.2447972973
14	0.2221990172
15	0.2021632895
16	0.184120493
17	0.167669996
18	0.1531095258
19	0.1396576548
20	0.1275515417
21	0.1165202728
22	0.1065271892
23	0.09773683711
24	0.08947029205
25	0.08214573848
26	0.07555179126
27	0.06946811115
28	0.0639461596
29	0.05888978172
30	0.05443492845
31	0.05020930581
32	0.04635706237
33	0.04286791407
34	0.03965735295
35	0.03664353079
36	0.03408662742
37	0.031563747
38	0.02929415648
39	0.02726066197
40	0.02547899508
41	0.02374759924
42	0.02230527496
43	0.02097053742
44	0.019621255
45	0.01845566454
46	0.01730309622
47	0.01627259449
48	0.01527308014
49	0.01439565165
50	0.01358806582
51	0.01286588361
52	0.01226287387
53	0.01164888545
54	0.01111777386
55	0.01060777986
56	0.01020040497
57	0.009760708376
58	0.009324395829
59	0.008885903201
60	0.008579521112
61	0.008283789604
62	0.00792680465
63	0.007675342953
64	0.007420215489
65	0.007196306816
66	0.006989343618
67	0.006719984181
68	0.006497468878
69	0.006271302184
70	0.006116821464
71	0.005969071418
72	0.005798616926
73	0.005633033656
74	0.005516544528
75	0.005406974319
76	0.005289067433
77	0.005185815473
78	0.005049596076
79	0.004956852287
80	0.004834531023
81	0.004747839052
82	0.004629711286
83	0.004556325549
84	0.004455927434
85	0.004373325555
86	0.004278467085
87	0.004244701519
88	0.004177517915
89	0.00410935175
90	0.004049193241
91	0.003986258048
92	0.003915274013
93	0.003869447585
94	0.00381087031
95	0.003764826212
96	0.003722206956
97	0.003652140655
98	0.003611945128
99	0.00356142359
100	0.003521341788
101	0.003492365347
102	0.003462772594
103	0.003427252092
104	0.003375015478
105	0.003339737649
106	0.003306692806
107	0.003254925306
108	0.003222425791
109	0.003197026428
110	0.003173182083
111	0.003132327838
112	0.003110982505
113	0.003079830689
114	0.003052313105
115	0.003025712839
116	0.002997537629
117	0.002981014661
118	0.002940999131
119	0.002927463995
120	0.002903590526
121	0.002871979793
122	0.002855333955
123	0.002827346697
124	0.002796424997
125	0.002768225853
126	0.002750202719
127	0.00271810141
128	0.002696462253
129	0.002673666756
130	0.002643992743
131	0.002629114215
132	0.002603932287
133	0.00259005262
134	0.002566890623
135	0.002552351302
136	0.0025358868
137	0.002519310568
138	0.002500634917
139	0.002481172784
140	0.002465778781
141	0.002446762354
142	0.002431709081
143	0.002416539523
144	0.002397075711
145	0.002386411145
146	0.002369221743
147	0.002360962306
148	0.002353960236
149	0.00234235707
150	0.002320572218
151	0.002310744053
152	0.002296274046
153	0.002282950936
154	0.002267540459
155	0.002253497438
156	0.002241298669
157	0.002227513599
158	0.002213128355
159	0.002198923946
160	0.002186291108
161	0.002176114772
162	0.002167316806
163	0.002151730479
164	0.002138004675
165	0.002129661695
166	0.002114998236
167	0.002105827275
168	0.002094449991
169	0.002088524309
170	0.002072960171
171	0.002062275821
172	0.002052844104
173	0.00203762428
174	0.002031371192
175	0.002018648971
176	0.002009707243
177	0.001998152599
178	0.001987942974
179	0.001979900313
180	0.001974028283
181	0.001965503661
182	0.001952013174
183	0.001946681391
184	0.00193692667
185	0.001927887302
186	0.001919939043
187	0.001911659045
188	0.001902897975
189	0.001896253591
190	0.001887266734
191	0.001877866854
192	0.001869682303
193	0.001859918195
194	0.001848763396
195	0.001842422905
196	0.001835559052
197	0.001825673609
198	0.001816689316
199	0.001804652346
200	0.001796808987
201	0.001790029598
202	0.001781353545
203	0.001774173823
204	0.001768459323
205	0.001759820834
206	0.001752092376
207	0.001744797693
208	0.001739696621
209	0.001734072617
210	0.0017267803
211	0.001719427718
212	0.001710238637
213	0.001704759878
214	0.001698009093
215	0.001689650701
216	0.001682465028
217	0.001673934273
218	0.001667156383
219	0.001661319102
220	0.001653448231
221	0.001645405307
222	0.001640085311
223	0.001630946059
224	0.001625271011
225	0.001619848222
226	0.001612690498
227	0.001608920783
228	0.001602317798
229	0.001597329424
230	0.00159215242
231	0.001588887656
232	0.001583383635
233	0.001575644328
234	0.001570481121
235	0.001565657125
236	0.001559605099
237	0.001556397919
238	0.001551801024
239	0.001546206501
240	0.001542818039
241	0.001532534921
242	0.001525748918
243	0.001522801788
244	0.001517383932
245	0.001512521631
246	0.001507480092
247	0.001501650666
248	0.001497654595
249	0.001491086674
250	0.001485975346
251	0.00148316996
252	0.001477887773
253	0.001472625276
254	0.001468222128
255	0.001461398705
256	0.001455769714
257	0.0014512228
258	0.001445557226
259	0.001442157483
260	0.00143625452
261	0.001431671729
262	0.001425910736
263	0.001419309816
264	0.001414644891
265	0.001408781693
266	0.001402850517
267	0.001397981107
268	0.001393678535
269	0.001387733735
270	0.001384482779
271	0.001378945768
272	0.001373699811
273	0.001369206063
274	0.001365013879
275	0.001361656346
276	0.001357725958
277	0.001354001727
278	0.001348950395
279	0.001345142588
280	0.001340991275
281	0.001336242892
282	0.001332527324
283	0.001328200251
284	0.001323504958
285	0.001319942275
286	0.00131708856
287	0.001313213134
288	0.00130834336
289	0.001303575217
290	0.001300883663
291	0.001297664819
292	0.001295213411
293	0.001291298843
294	0.001286720086
295	0.001282397603
296	0.001277633145
297	0.001274245219
298	0.001271300188
299	0.001267871132
300	0.001264385274
301	0.001260471542
302	0.001257299083
303	0.001254484784
304	0.001252185552
305	0.001249939086
306	0.001245908472
307	0.001243024274
308	0.001239635006
309	0.001237446714
310	0.001233916055
311	0.001229866083
312	0.001228346099
313	0.001225084672
314	0.001222146929
315	0.001218416711
316	0.001215084719
317	0.001212576056
318	0.001210426607
319	0.001205282058
320	0.001202279821
321	0.001197193017
322	0.001194983422
323	0.001191744996
324	0.001187737845
325	0.001184649987
326	0.001182522422
327	0.001180047242
328	0.001176586787
329	0.001173286099
330	0.001167369294
331	0.001165016726
332	0.001162130307
333	0.001159581543
334	0.001156589426
335	0.001154409765
336	0.001148945696
337	0.001145670232
338	0.001141732472
339	0.001138686428
340	0.00113705598
341	0.001134384468
342	0.00113239682
343	0.001129221145
344	0.001126305884
345	0.001123705761
346	0.001120906245
347	0.001118018843
348	0.001115308225
349	0.001110690453
350	0.00110894988
351	0.001105746589
352	0.001102568528
353	0.001100303267
354	0.00109543347
355	0.001092697378
356	0.001090556283
357	0.001087475118
358	0.001084769742
359	0.00108268045
360	0.001079425385
361	0.001075983191
362	0.001073101119
363	0.001070513747
364	0.001067575194
365	0.001065042094
366	0.001063389603
367	0.001058167541
368	0.001054534493
369	0.001050051349
370	0.001046374139
371	0.001044801757
372	0.001043007921
373	0.001041193833
374	0.001037873036
375	0.001035692189
376	0.001032403967
377	0.00103004628
378	0.001028283697
379	0.001025662609
380	0.001024183564
381	0.001022048507
382	0.001019634997
383	0.001017253599
384	0.001014238107
385	0.001012053825
386	0.001008467767
387	0.001005880515
388	0.001003005636
389	0.001000437172
390	0.0009982116818
391	0.0009964351217
392	0.0009940215918
393	0.0009918499774
394	0.0009903553891
395	0.0009887664418
396	0.0009867310578
